ctdotgov_name,corpus_name,firm_id,firm_name,n_trials
Riva Health,Riva Health,10485,Riva Health,1
River 2 Renal Corp.,River 2 Renal Corp.,10486,River 2 Renal Corp.,2
River 3 Renal Corp.,River 3 Renal Corp.,10487,River 3 Renal Corp.,1
River Vision Development Corporation,River Vision Development Corporation,10488,River Vision Development Corporation,1
Riverpoint Medical,Riverpoint Medical,10489,Riverpoint Medical,1
Riverside Pharmacueticals Corporation,Riverside Pharmacueticals Corporation,10490,Riverside Pharmacueticals Corporation,1
"Rivus Pharmaceuticals, Inc.","Rivus Pharmaceuticals, Inc.",10491,"Rivus Pharmaceuticals, Inc.",7
"RizLab Health, Inc.","RizLab Health, Inc.",4069,Elixiron Immunotherapeutics Inc.,1
Rna Diagnostics Inc.,Rna Diagnostics Inc.,10497,Rna Diagnostics Inc.,1
Ro,Ro,10498,Ro,1
Rob Surgical Systems S.L.,Rob Surgical Systems S.L.,10499,Rob Surgical Systems S.L.,2
Robert E. Pyke,Robert E. Pyke,10500,Robert E. Pyke,1
Robert Lodder,Robert Lodder,10501,Robert Lodder,2
"Robert W. Alexander, MD, FICS","Robert W. Alexander, MD, FICS",10502,"Robert W. Alexander, MD, FICS",2
Robin Guillard EIRL,Robin Guillard EIRL,10503,Robin Guillard EIRL,1
Robocath,Robocath,10504,Robocath,3
"Robotrak Technologies Co., Ltd.","Robotrak Technologies Co., Ltd.",10505,"Robotrak Technologies Co., Ltd.",2
Rochal Industries LLC,Rochal Industries LLC,10506,Rochal Industries LLC,1
Roche Sequencing Solutions,Roche Sequencing Solutions,10507,Roche Sequencing Solutions,2
"Rock Creek Pharmaceuticals, Inc.","Rock Creek Pharmaceuticals, Inc.",10508,"Rock Creek Pharmaceuticals, Inc.",6
Rocket Pharmaceuticals Inc.,Rocket Pharmaceuticals Inc.,10509,Rocket Pharmaceuticals Inc.,13
Rockfield Medical Devices,Rockfield Medical Devices,10510,Rockfield Medical Devices,1
"Rockwell Medical Technologies, Inc.","Rockwell Medical Technologies, Inc.",10511,"Rockwell Medical Technologies, Inc.",19
"Rocky Mountain Biosystems, Inc.","Rocky Mountain Biosystems, Inc.",10512,"Rocky Mountain Biosystems, Inc.",3
Rocky Mountain Diabetes and Osteoporosis Center,Rocky Mountain Diabetes and Osteoporosis Center,10513,Rocky Mountain Diabetes and Osteoporosis Center,1
Rodin Scientific LLC,Rodin Scientific LLC,10514,Rodin Scientific LLC,1
Roei Medical Technologies Ltd.,Roei Medical Technologies Ltd.,10515,Roei Medical Technologies Ltd.,1
Rogers Sciences Inc.,Rogers Sciences Inc.,10516,Rogers Sciences Inc.,4
"Rohit Khanna, MD","Rohit Khanna, MD",10517,"Rohit Khanna, MD",1
"Rohto Pharmaceutical Co., Ltd.","Rohto Pharmaceutical Co., Ltd.",10518,"Rohto Pharmaceutical Co., Ltd.",5
Roll International Corporation,Roll International Corporation,10519,Roll International Corporation,3
Roman Health Ventures Inc.,Roman Health Ventures Inc.,10521,Roman Health Ventures Inc.,1
Romark Laboratories L.C.,Romark Laboratories L.C.,6770,Romark Laboratories L.C.,29
Ronald M Burch MD PhD,Ronald M Burch MD PhD,10523,Ronald M Burch MD PhD,1
Rontis Hellas SA,Rontis Hellas SA,1636,Rontis Hellas SA,2
"Roquette Canada, LTD.","Roquette Canada, LTD.",10525,Roquette Freres,1
Roquette Freres,Roquette Freres,10525,Roquette Freres,2
"Roquette Management (Shanghai) Co., Ltd.","Roquette Management (Shanghai) Co., Ltd.",10525,Roquette Freres,1
Rose Pharma SA,Rose Pharma SA,10528,"Rose Research Center, LLC",1
"Rose Research Center, LLC","Rose Research Center, LLC",10528,"Rose Research Center, LLC",12
Rosesta Medical BV,Rosesta Medical BV,10530,Rosesta Medical BV,1
Ross Products,Ross Products,10531,Ross Products,1
RostaQuo S.p.A.,RostaQuo S.p.A.,10532,RostaQuo S.p.A.,1
Rostrum Medical Innovations Inc.,Rostrum Medical Innovations Inc.,10533,Rostrum Medical Innovations Inc.,2
Rottapharm,Rottapharm,10535,Rottapharm Spain,8
Rottapharm Biotech,Rottapharm Biotech,10535,Rottapharm Spain,3
Rottapharm Spain,Rottapharm Spain,10535,Rottapharm Spain,9
Rousselot BVBA,Rousselot BVBA,10537,Rousselot BVBA,4
"Route 92 Medical, Inc.","Route 92 Medical, Inc.",10538,"Route 92 Medical, Inc.",2
Routin SA,Routin SA,10539,Routin SA,1
Rovi Pharmaceuticals Laboratories,Rovi Pharmaceuticals Laboratories,10540,Rovi Pharmaceuticals Laboratories,15
Rowdy Energy,Rowdy Energy,10541,Rowdy Energy,1
"Rowpar Pharmaceuticals, Inc.","Rowpar Pharmaceuticals, Inc.",10542,"Rowpar Pharmaceuticals, Inc.",4
Roxall Medicina España S.A,Roxall Medicina España S.A,10544,Roxall Medicina España S.A,15
Roxall Medizin,Roxall Medizin,10545,Roxall Medizin,5
Roxane Laboratories,Roxane Laboratories,10546,Roxane Laboratories,99
"Royer Biomedical, Inc.","Royer Biomedical, Inc.",10547,"Royer Biomedical, Inc.",1
Rubius Therapeutics,Rubius Therapeutics,10556,Rubius Therapeutics,4
Russian Pharmaceutical Technologies,Russian Pharmaceutical Technologies,10557,Russian Pharmaceutical Technologies,1
RwHealth,RwHealth,10560,RwHealth,1
RxCelerate Ltd,RxCelerate Ltd,10561,RxCelerate Ltd,1
RxFunction Inc.,RxFunction Inc.,10562,RxFunction Inc.,3
RxKinetix,RxKinetix,10564,RxKinetix,1
"RxSight, Inc.","RxSight, Inc.",10565,"RxSight, Inc.",6
Ryan D'Arcy,Ryan D'Arcy,10566,Ryan D'Arcy,1
"Ryme Medical, Inc.","Ryme Medical, Inc.",10567,"Ryme Medical, Inc.",1
Ryvu Therapeutics SA,Ryvu Therapeutics SA,10568,Ryvu Therapeutics SA,3
S Form Pharma,S Form Pharma,10570,S Form Pharma,1
S&D Pharma SK s.r.o.,S&D Pharma SK s.r.o.,10578,S&D Pharma SK s.r.o.,2
S&R Farmaceutici spa,S&R Farmaceutici spa,10579,S&R Farmaceutici spa,1
"S&T Biomed Co., Ltd.","S&T Biomed Co., Ltd.",10580,"ST Pharm Co., Ltd.",1
S*BIO,S*BIO,10577,S*BIO,6
"S-Alpha Therapeutics, Inc.","S-Alpha Therapeutics, Inc.",10571,"S-Alpha Therapeutics, Inc.",1
"S-Evans Biosciences Co., Ltd.","S-Evans Biosciences Co., Ltd.",10572,"S-Evans Biosciences Co., Ltd.",3
"S-Infinity Pharmaceuticals Co., Ltd","S-Infinity Pharmaceuticals Co., Ltd",10573,"S-Infinity Pharmaceuticals Co., Ltd",3
S-There Technologies SL,S-There Technologies SL,10574,S-There Technologies SL,1
"S.Biomedics Co., Ltd.","S.Biomedics Co., Ltd.",10575,"S.Biomedics Co., Ltd.",4
S.L.A. Pharma AG,S.L.A. Pharma AG,10576,S.L.A. Pharma AG,11
"S1 Biopharma, Inc.","S1 Biopharma, Inc.",10581,"S1 Biopharma, Inc.",1
S4 Medical,S4 Medical,10582,S4 Medical,1
SAE Orthopedics,SAE Orthopedics,10587,SAE Orthopedics,1
SAMEY,SAMEY,10627,SAMEY,1
"SANUWAVE, Inc.","SANUWAVE, Inc.",10680,"SANUWAVE, Inc.",3
"SATO Pharmaceutical Co., Ltd.","SATO Pharmaceutical Co., Ltd.",10697,"SATO Pharmaceutical Co., Ltd.",1
SAV-IOL SA,SAV-IOL SA,10701,SAV-IOL SA,2
"SAb Biotherapeutics, Inc.","SAb Biotherapeutics, Inc.",10583,"SAb Biotherapeutics, Inc.",4
"SB Technology, Inc.","SB Technology, Inc.",10706,"SB Technology, Inc.",1
"SBI ALApharma Canada, Inc.","SBI ALApharma Canada, Inc.",10708,"SBI ALApharma Canada, Inc.",1
"SBI Biotech Co., Ltd.","SBI Biotech Co., Ltd.",10708,"SBI ALApharma Canada, Inc.",1
"SBI Pharmaceuticals Co, Ltd.","SBI Pharmaceuticals Co, Ltd.",10708,"SBI ALApharma Canada, Inc.",1
"SBPharmaceutical IND, Co., LTD","SBPharmaceutical IND, Co., LTD",10710,"SBPharmaceutical IND, Co., LTD",4
SC Aromaarmony SRL,SC Aromaarmony SRL,10711,SC Aromaarmony SRL,1
SC Fiterman Pharma SRL,SC Fiterman Pharma SRL,10712,SC Fiterman Pharma SRL,1
SC Medica,SC Medica,10713,SC Medica,3
SCAI Therapeutics,SCAI Therapeutics,10714,SCAI Therapeutics,1
SCF Pharma,SCF Pharma,10724,SCF Pharma,7
SCG Cell Therapy Pte. Ltd.,SCG Cell Therapy Pte. Ltd.,10725,SCG Cell Therapy Pte. Ltd.,1
"SCM Lifescience Co., LTD.","SCM Lifescience Co., LTD.",10765,"SCM Lifescience Co., LTD.",5
"SCOLR Pharma, Inc.","SCOLR Pharma, Inc.",10767,"SCOLR Pharma, Inc.",1
SDS Optic S.A.,SDS Optic S.A.,10773,SDS Optic S.A.,1
SEID S.A.,SEID S.A.,10805,SEID S.A.,1
SFA Therapeutics,SFA Therapeutics,10898,SFA Therapeutics,1
SFI Research,SFI Research,10899,SFI Research,1
SFJ Pharma Ltd. II,SFJ Pharma Ltd. II,10902,"SFJ Pharmaceuticals, Inc.",1
"SFJ Pharmaceuticals X, LTD.","SFJ Pharmaceuticals X, LTD.",10902,"SFJ Pharmaceuticals, Inc.",1
"SFJ Pharmaceuticals, Inc.","SFJ Pharmaceuticals, Inc.",10902,"SFJ Pharmaceuticals, Inc.",3
SG Devices LLC,SG Devices LLC,10903,SG Devices LLC,1
SGX Nova LLC,SGX Nova LLC,10904,"SGX Pharmaceuticals, Inc.",1
"SGX Pharmaceuticals, Inc.","SGX Pharmaceuticals, Inc.",10904,"SGX Pharmaceuticals, Inc.",5
SGX Procura LLC,SGX Procura LLC,10906,SGX Procura LLC,1
"SHINKEI Therapeutics, Inc","SHINKEI Therapeutics, Inc",11088,"SHINKEI Therapeutics, Inc",1
"SI-BONE, Inc.","SI-BONE, Inc.",11097,"SI-BONE, Inc.",10
SIFI SpA,SIFI SpA,11126,SIFI SpA,17
SIGA Technologies,SIGA Technologies,11127,SIGA Technologies,9
SILTISS,SILTISS,11166,SILTISS,1
SIMR (Australia) Biotech Pty Ltd.,SIMR (Australia) Biotech Pty Ltd.,11012,SIMR (Australia) Biotech Pty Ltd.,5
"SIMmersion, LLC","SIMmersion, LLC",11176,"SIMmersion, LLC",2
"SIRPant Immunotherapeutics, Inc.","SIRPant Immunotherapeutics, Inc.",11221,"SIRPant Immunotherapeutics, Inc.",1
SIS Medical AG,SIS Medical AG,11225,SIS Medical AG,2
"SK Bioscience Co., Ltd.","SK Bioscience Co., Ltd.",11230,"SK Chemicals Co., Ltd.",9
"SK Chemicals Co., Ltd.","SK Chemicals Co., Ltd.",11230,"SK Chemicals Co., Ltd.",53
"SK Life Science, Inc.","SK Life Science, Inc.",11230,"SK Chemicals Co., Ltd.",41
"SK Medical (Beijing) Co., Ltd.","SK Medical (Beijing) Co., Ltd.",11230,"SK Chemicals Co., Ltd.",1
"SK Plasma Co., Ltd.","SK Plasma Co., Ltd.",2019,Biopharma Plasma LLC,3
"SK Telecom Americas, Inc.","SK Telecom Americas, Inc.",11235,"SK Telecom Americas, Inc.",1
SL VAXiGEN,SL VAXiGEN,11252,SL VAXiGEN,1
SLAM Ortho B.V.,SLAM Ortho B.V.,11253,SLAM Ortho B.V.,1
SLS France,SLS France,11263,SLS France,1
SMART Clinical Products BV,SMART Clinical Products BV,11268,Smart Medical Systems Ltd.,1
"SMT bio Co., Ltd.","SMT bio Co., Ltd.",12093,"SMT bio Co., Ltd.",2
SN BioScience,SN BioScience,11287,SN BioScience,1
SNIPR Biome Aps.,SNIPR Biome Aps.,11288,SNIPR Biome Aps.,1
"SNLD, Ltd.","SNLD, Ltd.",11289,"SNLD, Ltd.",1
SOFAR S.p.A.,SOFAR S.p.A.,11301,SOFAR S.p.A.,15
SOFIE,SOFIE,7748,SOFIE,2
"SOLX, Inc.","SOLX, Inc.",11330,"SOLX, Inc.",3
SOM Innovation Biotech SA,SOM Innovation Biotech SA,11331,SOM Innovation Biotech SA,3
SOMAVAC Medical Solutions,SOMAVAC Medical Solutions,11334,SOMAVAC Medical Solutions,1
SONIRE Therapeutics Inc.,SONIRE Therapeutics Inc.,11357,SONIRE Therapeutics Inc.,1
SOS Oxygene Mediterranee,SOS Oxygene Mediterranee,11384,SOS Oxygene Mediterranee,3
SOTIO Biotech AG,SOTIO Biotech AG,11388,SOTIO a.s.,4
SOTIO a.s.,SOTIO a.s.,11388,SOTIO a.s.,13
SP Nutraceuticals Inc.,SP Nutraceuticals Inc.,8746,Nutraceutical Wellness Inc.,1
SPA Società Prodotti Antibiotici S.p.A.,SPA Società Prodotti Antibiotici S.p.A.,11404,SPA Società Prodotti Antibiotici S.p.A.,1
SPARK Biopharma,SPARK Biopharma,11411,Spark Therapeutics,2
SPD Development Company Limited,SPD Development Company Limited,11414,SPD Development Company Limited,31
SPGO Research Mannheim GmbH,SPGO Research Mannheim GmbH,11434,SPGO Research Mannheim GmbH,1
SPP Pharmaclon Ltd.,SPP Pharmaclon Ltd.,11478,SPP Pharmaclon Ltd.,9
"SPR Therapeutics, Inc.","SPR Therapeutics, Inc.",11479,"SPR Therapeutics, Inc.",10
SPS srl,SPS srl,11485,SPS srl,1
"SQ Innovation, Inc.","SQ Innovation, Inc.",11489,"SQ Innovation, Inc.",4
SQZ Biotechnologies,SQZ Biotechnologies,11492,SQZ Biotechnologies,3
SRI International,SRI International,11493,SRI International,8
SRS Medical,SRS Medical,11494,SRS Medical,1
"ST Pharm Co., Ltd.","ST Pharm Co., Ltd.",10580,"ST Pharm Co., Ltd.",2
"STCube, Inc.","STCube, Inc.",11518,"STCube, Inc.",2
STEBA France,STEBA France,11520,STEBA France,5
STI-Medical Systems,STI-Medical Systems,11559,STI-Medical Systems,3
STORM Therapeutics LTD,STORM Therapeutics LTD,11576,STORM Therapeutics LTD,1
STS Medical,STS Medical,11471,STS Medical,3
SUGEN,SUGEN,11618,SUGEN,2
"SUNHO（China）BioPharmaceutical CO., Ltd.","SUNHO（China）BioPharmaceutical CO., Ltd.",11641,"SUNHO（China）BioPharmaceutical CO., Ltd.",9
SURGE Therapeutics,SURGE Therapeutics,11667,SURGE Therapeutics,1
"SUZHOU HUHU HEALTH & TECHNOLOGY Inc.,","SUZHOU HUHU HEALTH & TECHNOLOGY Inc.,",11687,"SUZHOU HUHU HEALTH & TECHNOLOGY Inc.,",1
SVR Group,SVR Group,11710,SVR Group,2
SVSE 2000 Ltd.,SVSE 2000 Ltd.,11711,SVSE 2000 Ltd.,1
SYNOSTE Oy,SYNOSTE Oy,11794,SYNOSTE Oy,1
Sabz Biomedicals,Sabz Biomedicals,10584,Sabz Biomedicals,2
Sackner Wellness Products LLC,Sackner Wellness Products LLC,10585,Sackner Wellness Products LLC,3
Sacsh,Sacsh,10586,Sacsh,1
Saegis Pharmaceuticals,Saegis Pharmaceuticals,10588,Saegis Pharmaceuticals,1
SafKan,SafKan,10595,SafKan,1
"Safe Save Medical Cell Sciences & Technology Co.,Ltd.","Safe Save Medical Cell Sciences & Technology Co.,Ltd.",10589,"Safe Save Medical Cell Sciences & Technology Co.,Ltd.",1
SafeHeal Inc,SafeHeal Inc,10590,SafeHeal Inc,3
"SafeMedWaste, Inc.","SafeMedWaste, Inc.",10593,"SafeMedWaste, Inc.",1
Safeheal,Safeheal,10590,SafeHeal Inc,2
SafelyYou,SafelyYou,10592,SafelyYou,2
Saffron Pharma,Saffron Pharma,10594,Saffron Pharma,1
SagaNatura,SagaNatura,10597,SagaNatura,1
"Sagami Rubber Industries Co., Ltd.","Sagami Rubber Industries Co., Ltd.",10596,"Sagami Rubber Industries Co., Ltd.",1
Sage Therapeutics,Sage Therapeutics,10598,Sage Therapeutics,31
Sagent Pharmaceuticals Inc.,Sagent Pharmaceuticals Inc.,10599,Sagent Pharmaceuticals Inc.,1
Sagimet Biosciences Inc.,Sagimet Biosciences Inc.,10600,Sagimet Biosciences Inc.,5
Sahajanand Medical Technologies Limited,Sahajanand Medical Technologies Limited,10601,Sahajanand Medical Technologies Limited,9
Saie Beauty,Saie Beauty,10602,Saie Beauty,1
Sairopa B.V.,Sairopa B.V.,10603,Sairopa B.V.,1
Saisei Pharma,Saisei Pharma,10604,Saisei Pharma,1
Sajjad Rahman,Sajjad Rahman,10605,Sajjad Rahman,1
"Saladax Biomedical, Inc.","Saladax Biomedical, Inc.",10606,"Saladax Biomedical, Inc.",4
"Salarius Pharmaceuticals, LLC","Salarius Pharmaceuticals, LLC",10607,"Salarius Pharmaceuticals, LLC",4
Salena Killion,Salena Killion,10608,Salena Killion,1
Salient Pharmaceuticals Incorporated,Salient Pharmaceuticals Incorporated,10610,Salient Pharmaceuticals Incorporated,2
Salient Surgical Technologies,Salient Surgical Technologies,10610,Salient Pharmaceuticals Incorporated,1
"Saliva Biomarkers, Inc.","Saliva Biomarkers, Inc.",10611,"Saliva Biomarkers, Inc.",1
Saliwell Ltd.,Saliwell Ltd.,10612,Saliwell Ltd.,2
Salspera LLC,Salspera LLC,10613,Salspera LLC,1
Salubris Biotherapeutics Inc,Salubris Biotherapeutics Inc,11073,"Shenzhen Salubris Pharmaceuticals Co., Ltd.",3
"Saluda Medical Americas, Inc.","Saluda Medical Americas, Inc.",10616,Saluda Medical Pty Ltd,1
Saluda Medical Pty Ltd,Saluda Medical Pty Ltd,10616,Saluda Medical Pty Ltd,5
Salus Ltd.,Salus Ltd.,10617,Salus Ltd.,2
"Salutaris Medical Devices, Inc.","Salutaris Medical Devices, Inc.",10618,"Salutaris Medical Devices, Inc.",2
Salvacion USA Inc.,Salvacion USA Inc.,10619,Salvacion USA Inc.,1
Salvat,Salvat,10620,Salvat,12
Salveo Diagnostics,Salveo Diagnostics,10621,Salveo Diagnostics,1
Salvia BioElectronics,Salvia BioElectronics,10622,Salvia BioElectronics,2
Sam Chun Dang Pharm. Co. Ltd.,Sam Chun Dang Pharm. Co. Ltd.,10623,Sam Chun Dang Pharm. Co. Ltd.,1
"SamA Pharmaceutical Co., Ltd","SamA Pharmaceutical Co., Ltd",10624,"SamA Pharmaceutical Co., Ltd",4
SamanTree Medical SA,SamanTree Medical SA,10625,SamanTree Medical SA,3
"Samaritan Pharmaceuticals, Inc","Samaritan Pharmaceuticals, Inc",10626,"Samaritan Pharmaceuticals, Inc",3
Samik Pharmaceutical Co. Ltd.,Samik Pharmaceutical Co. Ltd.,10628,Samik Pharmaceutical Co. Ltd.,1
"Samil Pharmaceutical Co., Ltd.","Samil Pharmaceutical Co., Ltd.",10629,"Samil Pharmaceutical Co., Ltd.",1
"Samjin Pharmaceutical Co., Ltd.","Samjin Pharmaceutical Co., Ltd.",10630,"Samjin Pharmaceutical Co., Ltd.",9
Samson NeuroSciences,Samson NeuroSciences,10631,Samson NeuroSciences,1
"Samsung Bioepis Co., Ltd.","Samsung Bioepis Co., Ltd.",10632,"Samsung Bioepis Co., Ltd.",27
Samsung Electronics,Samsung Electronics,10633,Samsung Electronics,4
Samsung Medison,Samsung Medison,10634,Samsung Medison,1
"Samsung Pharmaceutical Co., Ltd.","Samsung Pharmaceutical Co., Ltd.",10633,Samsung Electronics,2
Samuel Fortin,Samuel Fortin,10636,Samuel Fortin,2
"Samus Therapeutics, Inc.","Samus Therapeutics, Inc.",10637,"Samus Therapeutics, Inc.",8
Samyang Biopharmaceuticals Corporation,Samyang Biopharmaceuticals Corporation,10638,Samyang Biopharmaceuticals Corporation,25
San Diego Radiosurgery,San Diego Radiosurgery,10639,San Diego Radiosurgery,1
"SanBio, Inc.","SanBio, Inc.",10644,"SanBio, Inc.",3
Sana Biotechnology,Sana Biotechnology,10640,Sana Health,1
Sana Health,Sana Health,10640,Sana Health,3
Sanaria Inc.,Sanaria Inc.,10642,Sanaria Inc.,24
"Sanarus Technologies, Inc.","Sanarus Technologies, Inc.",10643,"Sanarus Technologies, Inc.",1
"Sancilio and Company, Inc.","Sancilio and Company, Inc.",10645,"Sancilio and Company, Inc.",1
Sandoz,Sandoz,10646,Sandoz,136
Sandstone Diagnostics,Sandstone Diagnostics,10647,Sandstone Diagnostics,1
Saneso Inc.,Saneso Inc.,10648,Saneso Inc.,2
Sangamo Therapeutics,Sangamo Therapeutics,10649,Sangamo Therapeutics,27
Sangart,Sangart,10650,Sangart,10
Sanguine Biosciences,Sanguine Biosciences,10651,Sanguine Biosciences,12
Saniona,Saniona,10652,Saniona,8
Sankom SA,Sankom SA,10653,Sankom SA,1
Sankyo Pharma Gmbh,Sankyo Pharma Gmbh,3520,Daiichi Sankyo,9
Sanmai Technologies PBC dba Sanmai,Sanmai Technologies PBC dba Sanmai,10655,Sanmai Technologies PBC dba Sanmai,1
Sanni Raju,Sanni Raju,10656,Sanni Raju,1
Sano V Pte Ltd,Sano V Pte Ltd,10657,Sano V Pte Ltd,1
Sanoculis Ltd,Sanoculis Ltd,10658,Sanoculis Ltd,5
Sanofi,Sanofi,10659,Sanofi,1404
"Sanofi Pasteur, a Sanofi Company",Sanofi,10659,Sanofi,350
Sanol GmbH,Sanol GmbH,10660,Sanol GmbH,1
Sanolla,Sanolla,10661,Sanolla,1
Sanome,Sanome,10662,Sanome,1
Sanotize Research and Development corp.,Sanotize Research and Development corp.,10663,Sanotize Research and Development corp.,9
Santa Maria Biotherapeutics,Santa Maria Biotherapeutics,10664,Santa Maria Biotherapeutics,1
"Santalis Pharmaceuticals, Inc.","Santalis Pharmaceuticals, Inc.",10665,"Santalis Pharmaceuticals, Inc.",5
Santaris Pharma A/S,Santaris Pharma A/S,10666,Santaris Pharma A/S,9
"Santech, Inc","Santech, Inc",10667,"Santech, Inc",1
Santen Inc.,Santen Inc.,10671,Santen Inc.,32
Santen Oy,Santen Oy,10671,Santen Inc.,8
Santen Pharma Malaysia Sdn Bhd,Santen Pharma Malaysia Sdn Bhd,10670,Santen Pharma Malaysia Sdn Bhd,1
"Santen Pharmaceutical (Taiwan) Co., LTD","Santen Pharmaceutical (Taiwan) Co., LTD",10671,Santen Inc.,2
Santen Pharmaceutical Asia Pte. Ltd.,Santen Pharmaceutical Asia Pte. Ltd.,10671,Santen Inc.,1
"Santen Pharmaceutical Co., Ltd.","Santen Pharmaceutical Co., Ltd.",10671,Santen Inc.,27
"Santen Pharmaceutical(China) Co.,LTD","Santen Pharmaceutical(China) Co.,LTD",10674,"Santen Pharmaceutical(China) Co.,LTD",1
Santen SAS,Santen SAS,10671,Santen Inc.,11
Santersus AG,Santersus AG,10676,Santersus AG,2
Santhera Pharmaceuticals,Santhera Pharmaceuticals,10677,Santhera Pharmaceuticals,24
Santiste Medical Inc.,Santiste Medical Inc.,10678,Santiste Medical Inc.,1
SantoSolve AS,SantoSolve AS,10679,SantoSolve AS,1
Sanwa BioTech Limited,Sanwa BioTech Limited,10681,Sanwa BioTech Limited,1
"Sanwa Kagaku Kenkyusho Co., Ltd.","Sanwa Kagaku Kenkyusho Co., Ltd.",10682,"Sanwa Kagaku Kenkyusho Co., Ltd.",19
Sao Thai Duong Joint Stock Company,Sao Thai Duong Joint Stock Company,10683,Sao Thai Duong Joint Stock Company,6
Saol Therapeutics Inc,Saol Therapeutics Inc,10684,Saol Therapeutics Inc,2
Sapere Bio,Sapere Bio,10685,Sapere Bio,5
Sapience Therapeutics,Sapience Therapeutics,10686,Sapience Therapeutics,2
Saptalis Pharmaceuticals LLC,Saptalis Pharmaceuticals LLC,10687,Saptalis Pharmaceuticals LLC,1
Sara Guttas,Sara Guttas,10688,Sara Guttas,2
Sara Seifert,Sara Seifert,10689,Sara Seifert,1
"Saranas, Inc.","Saranas, Inc.",10690,"Saranas, Inc.",2
Sarawak MediChem Pharmaceuticals,Sarawak MediChem Pharmaceuticals,10691,Sarawak MediChem Pharmaceuticals,2
Sardocor Corp.,Sardocor Corp.,10692,Sardocor Corp.,3
"Sarepta Therapeutics, Inc.","Sarepta Therapeutics, Inc.",10693,"Sarepta Therapeutics, Inc.",43
"Sarfez Pharmaceuticals, Inc.","Sarfez Pharmaceuticals, Inc.",10694,"Sarfez Pharmaceuticals, Inc.",3
SatRx LLC,SatRx LLC,10698,SatRx LLC,1
"Satiety, Inc.","Satiety, Inc.",10695,"Satiety, Inc.",2
"Satisfai Health, Inc.","Satisfai Health, Inc.",10696,"Satisfai Health, Inc.",1
"Satsuma Pharmaceuticals, Inc.","Satsuma Pharmaceuticals, Inc.",10699,"Satsuma Pharmaceuticals, Inc.",5
Sauflon Pharmaceuticals Ltd,Sauflon Pharmaceuticals Ltd,10700,Sauflon Pharmaceuticals Ltd,3
Savara Inc.,Savara Inc.,10702,Savara Inc.,9
Savient Pharmaceuticals,Savient Pharmaceuticals,10703,Savient Pharmaceuticals,6
Saving Patients' Lives Medical B.V.,Saving Patients' Lives Medical B.V.,10704,Saving Patients' Lives Medical B.V.,1
"Savvysherpa, Inc.","Savvysherpa, Inc.",10705,"Savvysherpa, Inc.",3
"Scanadu, Inc.","Scanadu, Inc.",10715,"Scanadu, Inc.",1
Scancell Ltd,Scancell Ltd,10716,Scancell Ltd,4
ScandiBio Therapeutics AB,ScandiBio Therapeutics AB,10717,ScandiBio Therapeutics AB,2
Scandinavia Pharma,Scandinavia Pharma,4384,Scandinavia Pharma,3
Scandinavian Biopharma AB,Scandinavian Biopharma AB,10719,Scandinavian Biopharma AB,2
Scandion Oncology A/S,Scandion Oncology A/S,10720,Scandion Oncology A/S,2
ScarX Corp,ScarX Corp,10722,ScarX Corp,1
"Scarless Laboratories, Inc.","Scarless Laboratories, Inc.",10721,"Scarless Laboratories, Inc.",2
Scentech Medical Technologies Ltd,Scentech Medical Technologies Ltd,10723,Scentech Medical Technologies Ltd,7
Schaper & Bruemmer GmbH & Co KG,Schaper & Bruemmer GmbH & Co KG,10726,Schaper & Bruemmer GmbH & Co KG,1
Schering-Plough,Schering-Plough,10727,Schering-Plough,10
"Scholar Rock, Inc.","Scholar Rock, Inc.",10728,"Scholar Rock, Inc.",4
"Schrödinger, Inc.","Schrödinger, Inc.",10729,"Schrödinger, Inc.",2
Schwabe Pharma Italia,Schwabe Pharma Italia,10731,Schwabe Pharma Italia,2
Schwabe-Wenex International Ltd,Schwabe-Wenex International Ltd,10732,Schwabe-Wenex International Ltd,1
"Schweiger Dermatology, PLLC","Schweiger Dermatology, PLLC",10733,"Schweiger Dermatology, PLLC",1
Schülke & Mayr GmbH,Schülke & Mayr GmbH,10730,Schülke & Mayr GmbH,4
SciClone Pharmaceuticals,SciClone Pharmaceuticals,10735,SciClone Pharmaceuticals,13
SciClone Pharmaceuticals International (Cayman) Development Limited,SciClone Pharmaceuticals International (Cayman) Development Limited,10735,SciClone Pharmaceuticals,1
SciMar Ltd.,SciMar Ltd.,10747,SciMar Ltd.,2
SciNeuro,SciNeuro,10749,SciNeuro,2
SciPharm SàRL,SciPharm SàRL,10755,SciPharm SàRL,1
SciSparc,SciSparc,10757,SciSparc,4
"SciTech Development, LLC","SciTech Development, LLC",10758,Optimus3D S.L.,1
SciVision Biotech Inc.,SciVision Biotech Inc.,10761,SciVision Biotech Inc.,11
Science Consulting in Diabetes,Science Consulting in Diabetes,10738,Science Consulting in Diabetes,1
"Science and Technology Park, Center of Innovation Technologies for Human Health","Science and Technology Park, Center of Innovation Technologies for Human Health",10737,"Science and Technology Park, Center of Innovation Technologies for Human Health",1
Science and biomaterials,Science and biomaterials,10736,Science and biomaterials,1
ScienceBased Health,ScienceBased Health,10739,ScienceBased Health,1
SciensCollege,SciensCollege,10740,SciensCollege,1
"Scientific Center for Anti-infectious Drugs, Kazakhstan","Scientific Center for Anti-infectious Drugs, Kazakhstan",10741,"Scientific Center for Anti-infectious Drugs, Kazakhstan",3
